index	chinese_rank	frequency	word	traditional	pinyin	matched	meaning
5347	15861	2.17	残害	殘害	cánhài	tàn hại	giết hại/tàn hại/sát hại/làm thương tổn
5348	15872	2.17	天神	天神	tiānshén	thiên thần	thiên thần
5349	15881	2.17	新学	新學	xīnxué	tân học	tân học
5350	15882	2.17	玉器	玉器	yùqì	ngọc khí	ngọc khí/đồ ngọc/đồ bằng ngọc
5351	15887	2.16	扑来	撲來	pūlái	phác lai	đánh tới/phác lai/nhào tới/bổ tới/chém tới/tấn công tới/đập tới/vỗ tới
5352	15888	2.16	勇猛	勇猛	yǒngměng	dũng mãnh	dũng mãnh/hùng dũng
5353	15893	2.16	灵光	靈光	língguāng	linh quang	linh quang/ánh sáng thần kỳ/vầng sáng/quầng sáng/tốt/hiệu nghiệm
5354	15898	2.16	古墓	古墓	gǔmù	cổ mộ	cổ mộ
5355	15904	2.16	山门	山門	shānmén	sơn môn	sơn môn/cửa chùa/Phật giáo
5356	15906	2.16	倒流	倒流	dǎolíu	đảo lưu	đảo lưu/chảy ngược/đi ngược/đảo ngược/ngược
5357	15911	2.16	小队	小隊	xiǎodùi	tiểu đội	tiểu đội
5358	15912	2.16	成型	成型	chéngxíng	thành hình	thành hình/đúng mẫu/giống như đúc/cùng một giuộc
5359	15913	2.16	惨剧	慘劇	cǎnjù	thảm kịch	thảm kịch/chuyện bi thương
5360	15919	2.16	氏族	氏族	shìzú	thị tộc	thị tộc
5361	15922	2.16	女强人	女強人	nv̌qiángrén	nữ cường nhân	nữ cường nhân
5362	15927	2.16	火药	火藥	huǒyào	hỏa dược	hỏa dược/hoả dược/thuốc nổ
5363	15929	2.16	伙食费	伙食費	huǒshífèi	hỏa thực phí	hỏa thực phí
5364	15933	2.16	联军	聯軍	liánjūn	liên quân	liên quân
5365	15934	2.16	死伤	死傷	sǐshāng	tử thương	chết/tử thương/thương vong
5366	15936	2.16	杂交	雜交	zájiāo	tạp giao	tạp giao/lai giống
5367	15938	2.16	逆境	逆境	nìjìng	nghịch cảnh	nghịch cảnh/cảnh ngộ trái ngang/hoàn cảnh không may
5368	15939	2.16	非礼	非禮	fēilǐ	phi lễ	phi lễ/vô lễ/không lễ phép/bất lịch sự/khiếm nhã
5369	15940	2.15	护卫	護衛	hùwèi	hộ vệ	hộ vệ/bảo hộ/bảo vệ/giữ gìn/gìn giữ/người bảo vệ/nhân viên bảo vệ
5370	15943	2.15	飘零	飄零	piāolíng	phiêu linh	phiêu linh/rơi chầm chậm/rơi lả tả/lênh đênh/trôi giạt
5371	15948	2.15	出关	出關	chūguān	xuất quan	xuất quan
5372	15949	2.15	阵势	陣勢	zhènshì	trận thế	trận thế/thế trận/tình thế/cục diện
5373	15953	2.15	草药	草藥	cǎoyào	thảo dược	thảo dược/cây thuốc/cây thuốc bắc/cây thuốc Đông y
5374	15956	2.15	孝子	孝子	xiàozǐ	hiếu tử	hiếu tử/con có hiếu/người đang có tang bố mẹ
5375	15957	2.15	暗夜	暗夜	ànyè	ám dạ	ám dạ
5376	15958	2.15	河面	河面	hémiàn	hà diện	hà diện/mặt sông
5377	15959	2.15	下马	下馬	xiàmǎ	hạ mã	xuống ngựa/hạ mã/rút bỏ/đình chỉ công tác, kế hoạch quan trọng, các công trình lớn
5378	15960	2.15	弓箭	弓箭	gōngjiàn	cung tiễn	cung tiễn/cung tên
5379	15962	2.15	跃跃欲试	躍躍欲試	yuèyuèyùshì	dược dược dục thí	dược dược dục thí/nóng lòng muốn thử/muốn thử xem sao/nóng lòng muốn tỷ thí
5380	15973	2.15	村镇	村鎮	cūnzhèn	thôn trấn	thôn trấn/thị trấn/thị xã/huyện thị/huyện lỵ
5381	15975	2.15	口舌	口舌	kǒushé	khẩu thiệt	võ mồm/khẩu thiệt/miệng lưỡi/lời nói/lời
5382	15984	2.14	寂寥	寂寥	jìliáo	tịch liêu	tịch liêu/tịch mịch/buồn tẻ/vắng vẻ trống trải/trống vắng/lặng lẽ mênh mông
5383	15985	2.14	说书	說書	shuōshū	thuyết thư	thuyết thư/kể chuyện
5384	15986	2.14	科教	科教	kējiào	khoa giáo	khoa giáo/khoa học giáo dục/khoa học thường thức
5385	15996	2.14	参赞	參贊	cānzàn	tham tán	tham tán/viên chức ngoại giao/tham gia giúp đỡ/tham gia hiệp trợ
5386	15997	2.14	爆破	爆破	bàopò	bộc phá	phá/bộc phá/phá sập/đặt bộc phá/đánh sập/nổ sập
5387	16000	2.14	利器	利器	lìqì	lợi khí	lợi khí/vũ khí sắc bén/công cụ sắc bén/đồ sắc
5388	16003	2.14	画笔	畫筆	huàbǐ	họa bút	họa bút/bút vẽ/cọ
5389	16005	2.14	冬至	冬至	dōngzhì	đông chí	đông chí
5390	16008	2.14	浩劫	浩劫	hàojié	hạo kiếp	hạo kiếp/tai hoạ lớn/tai vạ lớn/đại nạn
5391	16013	2.14	教条	教條	jiàotiáo	giáo điều	giáo điều/tín điều/giáo lý/chủ nghĩa giáo điều
5392	16016	2.14	世故	世故	shìgù	thế cố	lõi đời/sành đời/hiểu đời/khôn khéo/thế cố/thói đời
5393	16019	2.14	威尔逊	威爾遜	wēiěrxùn	uy nhĩ tốn	Uy Nhĩ Tốn
5394	16024	2.14	豪杰	豪傑	háojié	hào kiệt	hào kiệt/người có tài có chí
5395	16025	2.14	装模作样	裝模作樣	zhuāngmózuòyáng	trang mô tác dạng	trang mô tác dạng/giả bộ/làm bộ làm tịch/làm ra vẻ/giả vờ giả vịt
5396	16036	2.13	眉飞色舞	眉飛色舞	méifēisèwǔ	mi phi sắc vũ	mi phi sắc vũ/mặt mày hớn hở/mở cờ trong bụng/mặt tươi như hoa
5397	16039	2.13	劫难	劫難	jiénán	kiếp nạn	kiếp nạn
5398	16041	2.13	同心	同心	tóngxīn	đồng tâm	đồng tâm/chung lòng/một lòng
5399	16049	2.13	花椒	花椒	huājiāo	hoa tiêu	hoa tiêu/hạt tiêu/cây tần bì gai Trung Quốc/cây hoa tiêu/hạt tần bì gai/hạt hoa tiêu
5400	16052	2.13	大典	大典	dàdiǎn	đại điển	đại điển/lễ lớn/lễ mừng/lễ kỷ niệm/lễ
5401	16058	2.13	解码	解碼	jiěmǎ	giải mã	giải mã/đọc mật mã
5402	16059	2.13	正传	正傳	zhèngchuán	chính truyền	chính truyện/chính truyền/đích truyền/cốt truyện
5403	16063	2.13	毒素	毒素	dúsù	độc tố	độc tố/chất độc/đầu độc/tệ hại/độc hại
5404	16070	2.13	摆平	擺平	bǎipíng	bãi bình	bãi bình/công bằng/đối xử công bằng/xử lý công bằng/không thiên vị/giải quyết công bằng/san bằng/giữ cho cân bằng/trừng trị/trừng phạt/phạt/xử phạt/dọn dẹp
5405	16072	2.13	冒犯	冒犯	màofàn	mạo phạm	mạo phạm/xúc phạm
5406	16073	2.13	温习	溫習	wēnxí	ôn tập	ôn tập/học lại/ôn lại
5407	16077	2.12	本分	本分	běnfēn	bổn phận	bổn phận/bản phận/an phận/yên phận/an phận thủ thường/giữ bổn phận
5408	16078	2.12	小流氓	小流氓	xiǎolíumáng	tiểu lưu manh	tiểu lưu manh
5409	16082	2.12	老大哥	老大哥	lǎodàgē	lão đại ca	lão đại ca
5410	16085	2.12	周折	周折	zhōuzhé	chu chiết	trắc trở/trục trặc/quanh co/gấp khúc/chu chiết/đều là ý nghĩa gàng quải mắc míu cả
5411	16088	2.12	巍峨	巍峨	wēié	nguy nga	nguy nga/sừng sững/cao ngất/đồ sộ
5412	16089	2.12	继母	繼母	jìmǔ	kế mẫu	kế mẫu/mẹ kế/mẹ ghẻ
5413	16094	2.12	苦练	苦練	kǔliàn	khổ luyện	khổ luyện
5414	16096	2.12	上乘	上乘	shàngchéng	thượng thừa	thượng thừa/phái đại thừa của phật giáo/tác phẩm có giá trị/cũng bắt chước nghĩa ấy
5415	16098	2.12	登高	登高	dēnggāo	đăng cao	đăng cao/lên cao/trèo lên cao/thăng tiến/leo núi/lên núi
5416	16101	2.12	微生物	微生物	wēishēngwù	vi sinh vật	vi sinh vật/vi trùng
5417	16102	2.12	神殿	神殿	shéndiàn	thần điện	thần điện
5418	16107	2.12	绝世	絕世	juéshì	tuyệt thế	tuyệt thế
5419	16109	2.12	商旅	商旅	shānglv̌	thương lữ	thương lữ/thương khách
5420	16112	2.12	剑客	劍客	jiànkè	kiếm khách	kiếm khách/1.kiếm khách
5421	16113	2.12	气色	氣色	qìsè	khí sắc	khí sắc/thần sắc
5422	16118	2.12	华府	華府	huáfǔ	hoa phủ	Hoa phủ/Hoa Thịnh Đốn/Washington DC
5423	16126	2.12	中转	中轉	zhōngzhuǎn	trung chuyển	trung chuyển/sang/chuyển qua trung gian/qua trung gian/sang tay
5424	16130	2.12	品行	品行	pǐnxíng	phẩm hạnh	phẩm hạnh/tính hạnh
5425	16131	2.12	疑难	疑難	yínán	nghi nan	nghi nan/nghi vấn khó xử lý
5426	16135	2.11	恳切	懇切	kěnqiē	khẩn thiết	khẩn thiết/thành khẩn/tha thiết/ân cần/khẩn khoản
5427	16139	2.11	岭南	嶺南	língnán	lĩnh nam	Lĩnh Nam
5428	16155	2.11	小宝宝	小寶寶	xiǎobǎobǎo	tiểu bảo bảo	tiểu bảo bảo
5429	16157	2.11	高强	高強	gāoqiáng	cao cường	cao cường/cao siêu/trội về/xuất sắc
5430	16161	2.11	大乱	大亂	dàluàn	đại loạn	đại loạn/lộn xộn
5431	16164	2.11	荷包	荷包	hébāo	hà bao	hà bao/cái ví-bóp/hầu bao/ túi áo/cái ví/cái bóp/ví tiền/bóp tiền/túi áo
5432	16165	2.11	教派	教派	jiàopài	giáo phái	giáo phái
5433	16171	2.11	信服	信服	xìnfú	tín phục	tin phục/tín phục/tin tưởng và nghe theo
5434	16172	2.11	下体	下體	xiàtǐ	hạ thể	hạ thể/nửa thân dưới/bộ phận sinh dục
5435	16177	2.11	消散	消散	xiāosàn	tiêu tán	tiêu tán/tiêu tan/tan
5436	16180	2.11	私塾	私塾	sīshú	tư thục	tư thục/trường tư/trường tư thục
5437	16181	2.11	残余	殘餘	cányú	tàn dư	còn sót lại/tàn dư/thặng dư/thừa ra/còn lại
5438	16186	2.11	刘家	劉家	líujiā	lưu gia	Lưu gia
5439	16191	2.1	凋零	凋零	diāolíng	điêu linh	điêu linh/điêu tàn/tàn lụi/suy bại/suy yếu/rời rạc tan tác
5440	16196	2.1	四散	四散	sìsàn	tứ tán	bốn phía/tứ tán/phân tán bốn phía/tản đi khắp nơi
5441	16197	2.1	后盾	後盾	hòudùn	hậu thuẫn	hậu thuẫn/ủng hộ
5442	16199	2.1	军区	軍區	jūnqū	quân khu	quân khu/chiến khu/khu vực quân sự
5443	16200	2.1	强盛	強盛	qiángshèng	cường thịnh	cường thịnh/hùng mạnh/thịnh vượng
5444	16203	2.1	两难	兩難	liǎngnán	lưỡng nan	lưỡng nan/khó cả đôi đường
5445	16225	2.09	原样	原樣	yuányáng	nguyên dạng	nguyên dạng/nguyên trạng
5446	16232	2.09	殿下	殿下	diànxià	điện hạ	điện hạ/thái tử/hoàng tử
5447	16245	2.09	受命	受命	shòumìng	thụ mệnh	vâng mệnh/nhận lệnh/nhận nhiệm vụ/được lệnh/thụ mệnh
5448	16257	2.09	镰刀	鐮刀	liándāo	liêm đao	liêm đao/lưỡi hái/cái liềm/lưỡi liềm
5449	16262	2.09	紫外线	紫外線	zǐwàixiàn	tử ngoại tuyến	tử ngoại tuyến/tia tử ngoại/tia cực tím
5450	16265	2.09	通天	通天	tōngtiān	thông thiên	thông thiên/chồng chất/tày trời/phi thường/liên hệ trực tiếp cấp trên/quan hệ trực tiếp với cấp trên
5451	16268	2.09	曲艺	曲藝	qūyì	khúc nghệ	khúc nghệ
5452	16273	2.08	救护	救護	jìuhù	cứu hộ	cứu hộ/cấp cứu
5453	16276	2.08	万里长城	萬里長城	wànlǐchángchéng	vạn lý trường thành	Vạn Lý Trường Thành/Trường Thành
5454	16280	2.08	内线	內線	nèixiàn	nội tuyến	nội tuyến/điệp báo viên/trinh sát viên/tình báo viên/đường điện thoại nội bộ
5455	16282	2.08	有目共睹	有目共睹	yǒumùgòngdǔ	hữu mục cộng đổ	hữu mục cộng đổ/rõ như ban ngày/quá rõ ràng
5456	16287	2.08	传教	傳教	chuánjiào	truyền giáo	truyền giáo/truyền đạo/thuyết pháp/phổ biến/tuyên truyền
5457	16291	2.08	包办	包辦	bāobàn	bao biện	xử lý/đảm trách/đảm nhiệm/ôm đồm/bao biện/một mình đảm trách/một mình lo hết
5458	16294	2.08	祭奠	祭奠	jìdiàn	tế điện	tế điện/lễ tế/tế/lễ truy điệu
5459	16300	2.08	饭前	飯前	fànqián	phạn tiền	phạn tiền/trước khi dùng cơm/trước khi ăn
5460	16302	2.08	释迦牟尼	釋迦牟尼	shìjiāmóuní	thích ca mâu ni	thích ca mâu ni
5461	16312	2.08	功臣	功臣	gōngchén	công thần	công thần/người có công
5462	16314	2.08	妙法	妙法	miàofǎ	diệu pháp	diệu pháp/phương pháp - kỳ diệu/tuyệt diệu/thần kỳ/tuyệt vời
5463	16315	2.08	女权	女權	nv̌quán	nữ quyền	nữ quyền
5464	16316	2.08	反光	反光	fǎnguāng	phản quang	phản quang/phản chiếu/ánh sáng phản chiếu
5465	16326	2.08	八角	八角	bājiǎo	bát giác	bát giác/cây hồi/hồi/hồi hương/đại hồi/hình bát giác
5466	16327	2.08	红娘	紅孃	hóngniáng	hồng nương	hồng nương/bà mai/bà mối
5467	16328	2.08	专一	專一	zhuānyī	chuyên nhất	chuyên nhất/một lòng/dốc lòng/không phân tâm
5468	16329	2.08	甘露	甘露	gānlù	cam lộ	cam lộ/LỘ/cam lồ/sương/sương ngọt/Cam Lộ
5469	16332	2.08	明目张胆	明目張膽	míngmùzhāngdǎn	minh mục trương đảm	minh mục trương đảm/lộ liễu/trắng trợn/táo bạo/chẳng kiêng nể
5470	16338	2.07	无拘无束	無拘無束	wújūwúshù	vô câu vô thúc	vô câu vô thúc
5471	16342	2.07	五台山	五臺山	wǔtáishān	ngũ thai sơn	Ngũ Thai sơn
5472	16345	2.07	再造	再造	zàizào	tái tạo	tái tạo/làm sống lại
5473	16347	2.07	愁眉苦脸	愁眉苦臉	chóuméikǔliǎn	sầu mi khổ kiểm	sầu mi khổ kiểm/mày ủ mặt ê/mày chau mặt ủ/đăm chiêu ủ dột
5474	16353	2.07	对答	對答	dùidá	đối đáp	đối đáp/trả lời
5475	16360	2.07	元宵	元宵	yuánxiāo	nguyên tiêu	nguyên tiêu/đêm rằm tháng giêng/bánh nguyên tiêu/bánh trôi/chè trôi nước
5476	16361	2.07	超脱	超脫	chāotuō	siêu thoát	siêu thoát/thoải mái/không gò bó/độc đáo/phóng khoáng/vượt ra ngoài/thoát ra ngoài/thoát khỏi/từ bỏ/li khai
5477	16364	2.07	交手	交手	jiāoshǒu	giao thủ	giao thủ/vật lộn/đánh nhau/hai bên đánh nhau
5478	16372	2.07	满洲	滿洲	mǎnzhōu	mãn châu	dân tộc Mãn Châu/Mãn Châu
5479	16376	2.07	山野	山野	shānyě	sơn dã	sơn dã/sơn thôn/rừng núi/vùng núi/dân gian/thô lỗ/cục mịch
5480	16382	2.06	暴君	暴君	bàojūn	bạo quân	bạo quân/bạo chúa/vua chúa bạo ngược
5481	16383	2.06	纷乱	紛亂	fēnluàn	phân loạn	lung tung/phân loạn/rối loạn/hỗn loạn/lộn xộn/hỗn độn
5482	16386	2.06	立功	立功	lìgōng	lập công	lập công
5483	16387	2.06	布施	佈施	bùshī	bố thí	bố thí/cứu tế/quyên/tặng/cúng
5484	16390	2.06	特派	特派	tèpài	đặc phái	đặc phái/đặc biệt cử đi
5485	16394	2.06	水路	水路	shǔilù	thủy lộ	thủy lộ/đường thuỷ
5486	16397	2.06	结业	結業	jiéyè	kết nghiệp	kết nghiệp/tốt nghiệp/kết thúc khoá học/hết khoá/cuối khoá
5487	16408	2.06	日用	日用	rìyòng	nhật dụng	nhật dụng/thường dùng/tiêu dùng hàng ngày
5488	16410	2.06	旁观	旁觀	pángguān	bàng quan	bàng quan/đứng ngoài quan sát/thờ ơ
5489	16411	2.06	教化	教化	jiàohuà	giáo hóa	giáo hóa/giáo hoá/giáo dục cảm hoá
5490	16415	2.06	旋涡	旋渦	xuánwō	toàn qua	toàn qua/xoáy nước/vòng xoáy
5491	16425	2.06	天时	天時	tiānshí	thiên thời	thiên thời/khí hậu/thời tiết/điều kiện khí hậu/tình hình thời tiết/tình hình khí hậu/thời gian
5492	16431	2.05	重型	重型	zhòngxíng	trọng hình	trọng hình/hạng nặng/cỡ lớn
5493	16433	2.05	欺侮	欺侮	qīwǔ	khi vũ	bắt nạt/làm nhục/ăn hiếp/hiếp đáp/khi vũ/lừa gạt hà hiếp
5494	16436	2.05	天道	天道	tiāndào	thiên đạo	thiên đạo/lẽ trời/đạo trời/thời tiết
5495	16439	2.05	五体投地	五體投地	wǔtǐtóudì	ngũ thể đầu địa	ngũ thể đầu địa/phục sát đất/phục lăn/đầu rạp xuống đất
5496	16440	2.05	战区	戰區	zhànqū	chiến khu	chiến khu
5497	16444	2.05	土木	土木	tǔmù	thổ mộc	thổ mộc/công trình bằng gỗ/kiến trúc
5498	16453	2.05	水道	水道	shǔidào	thủy đạo	thủy đạo/đường thủy/đường nước chảy/dòng nước/luồng nước/đường bơi/đường thuỷ/đường thi bơi
5499	16458	2.05	苦衷	苦衷	kǔzhōng	khổ trung	khổ trung/nỗi khổ tâm/nỗi khổ trong lòng
5500	16460	2.05	税法	稅法	shùifǎ	thuế pháp	thuế pháp/các qui định về thuế khoá
5501	16462	2.05	吹拂	吹拂	chūifú	xuy phất	xuy phất/thổi/hây hẩy/hiu hiu/lướt/quét/phẩy
5502	16467	2.05	大礼	大禮	dàlǐ	đại lễ	đại lễ
5503	16469	2.05	病魔	病魔	bìngmó	bệnh ma	bệnh ma/ma ốm/người bị bệnh lâu ngày
5504	16470	2.05	强健	強健	qiángjiàn	cường kiện	cường kiện/cường tráng/khoẻ mạnh/lực lưỡng
5505	16473	2.05	惊魂	驚魂	liánghún	kinh hồn	kinh hồn/hoảng hồn/hết hồn
5506	16474	2.05	邮电	郵電	yóudiàn	bưu điện	bưu điện
5507	16484	2.05	代办	代辦	dàibàn	đại biện	làm thay/làm giúp/làm hộ/đại lý/đại diện ngoại giao/đại biện/đại diện lâm thời
5508	16486	2.04	进退	進退	jìntùi	tiến thối	tiến thối/tiến thoái/tiến lui/tiến lùi
5509	16490	2.04	国库	國庫	guókù	quốc khố	quốc khố/ngân khố quốc gia/kho bạc nhà nước/ngân quỹ nhà nước
5510	16491	2.04	妖魔	妖魔	yāomó	yêu ma	yêu ma/yêu quái
5511	16494	2.04	病理	病理	bìnglǐ	bệnh lý	bệnh lý
5512	16495	2.04	秘方	祕方	mìfāng	bí phương	bí phương/bài thuốc gia truyền/bài thuốc bí truyền
5513	16506	2.04	召回	召回	zhàohúi	triệu hồi	triệu hồi
5514	16510	2.04	搬回	搬回	bānhúi	bàn hồi	bàn hồi
5515	16514	2.04	本位	本位	běnwèi	bản vị	bản vị/đơn vị tiền tệ gốc/cương vị/nơi làm việc của mình/cơ quan công tác của mình
5516	16516	2.04	分段	分段	fēnduàn	phân đoạn	phân đoạn
5517	16520	2.04	傲气	傲氣	àoqì	ngạo khí	ngạo khí/thói kiêu ngạo/thái độ kiêu kỳ
5518	16522	2.04	舞者	舞者	wǔzhě	vũ giả	vũ giả/người học võ/người tham gia múa
5519	16526	2.03	先秦	先秦	xiānqín	tiên tần	Tiên Tần
5520	16530	2.03	精采	精采	jīngcǎi	tinh thải	tinh thải/tuyệt luân
5521	16534	2.03	高粱	高粱	gāoliáng	cao lương	cao lương/cây cao lương/hạt cao lương
5522	16540	2.03	寄信	寄信	jìxìn	kí tín	kí tín/gửi tín
5523	16545	2.03	多心	多心	duōxīn	đa tâm	đa tâm/đa nghi/quá nhạy cảm
5524	16547	2.03	新星	新星	xīnxīng	tân tinh	tân tinh/sao mới/ngôi sao mới
5525	16550	2.03	晋级	晉級	jìnjí	tấn cấp	thăng cấp/tấn cấp/lên chức/thăng chức/thăng tiến/đẩy mạnh/xúc tiến/khuyến khích
5526	16551	2.03	发扬光大	發揚光大	fāyángguāngdà	phát dương quang đại	phát dương quang đại/phát huy/nêu cao/làm rạng rỡ truyền thống
5527	16552	2.03	御史	御史	yùshǐ	ngự sử	Ngự Sử
5528	16553	2.03	滇池	滇池	diānchí	điền trì	Điền Trì/hồ Côn Minh
5529	16554	2.03	兴盛	興盛	xīngshèng	hưng thịnh	hưng thịnh/thịnh vượng/thịnh vượng hơn lên
5530	16559	2.03	天长地久	天長地久	tiānchángdìjǐu	thiên trường địa cửu	thiên trường địa cửu/tồn tại muôn thuở/lâu dài như trời đất
5531	16571	2.03	稳妥	穩妥	wěntuǒ	ổn thỏa	ổn thỏa/ổn thoả/đáng tin cậy/vững vàng/vững chắc
