rank	frequency	word	pinyin	traditional	hanviet
38899.0	0.98	蒋先生	jiǎngxiānshēng	蔣先生	tưởng tiên sanh, tưởng tiên sinh, tưởng tiến sanh, tưởng tiến sinh, tương tiên sanh, tương tiên sinh, tương tiến sanh, tương tiến sinh
38900.0	0.98	法律-网络营销-帮助中心	fǎlv̀-wǎngluòyíngxiāo-bāngzhùzhōngxīn	法律-網絡營銷-幫助中心	
38901.0	0.98	望到	wàngdào	望到	vọng đáo
38902.0	0.98	GPL	GPL	GPL	
38903.0	0.98	Build	Build	Build	
38906.0	0.98	堂哥	tánggē	堂哥	đường ca
38907.0	0.98	滨江	bīnjiāng	濱江	tân giang
38908.0	0.98	崔基凤	cūijīfèng	崔基鳳	thôi cơ phượng
38910.0	0.98	跑腿	pǎotǔi	跑腿	bào thối
38911.0	0.98	金枝	jīnzhī	金枝	kim kỳ, kim chi
38912.0	0.98	挂有	guàyǒu	掛有	quải dựu, quải hữu
38914.0	0.98	全篇	quánpiān	全篇	toàn thiên
38915.0	0.98	沩	wéi	溈	quy
38916.0	0.98	母狗	mǔgǒu	母狗	mẫu cẩu
38917.0	0.98	公立大学	gōnglìdàxué	公立大學	công lập đại học, công lập thái học
38918.0	0.98	WMV	WMV	WMV	
38922.0	0.98	杜里京	dùlǐjīng	杜裡京	đỗ lí kinh, đỗ lý kinh
38923.0	0.98	垫底	diàndǐ	墊底	điếm để
38924.0	0.98	ISSN	ISSN	ISSN	
38925.0	0.98	于洋	yúyáng	於洋	ư dương, hu dương, ô dương, vu dương
38926.0	0.98	Long	Long	Long	
38927.0	0.98	平均值	píngjūnzhí	平均值	bình vận trị, bình quân trị, biền vận trị, biền quân trị
38932.0	0.98	原点	yuándiǎn	原點	nguyên điểm
38933.0	0.98	录像厅	lùxiàngtīng	錄像廳	lục tượng sảnh, lục tượng thính
38934.0	0.98	散打	sàndǎ	散打	tán đả, tản đả
38936.0	0.98	漫过	mànguò	漫過	mạn qua, mạn quá, man qua, man quá
38939.0	0.98	清远	qīngyuǎn	清遠	thanh viển, thanh viễn
38940.0	0.98	江阴	jiāngyīn	江陰	giang âm
38946.0	0.98	主要矛盾	zhǔyàomáodùn	主要矛盾	chủ yêu mâu thuẫn, chủ yếu mâu thuẫn
38950.0	0.98	avi	avi	avi	
38953.0	0.98	Guess	Guess	Guess	
38955.0	0.98	无措	wúcuò	無措	vô thố, vô trách, mô thố, mô trách
38956.0	0.98	三线	sānxiàn	三線	tam tuyến, tám tuyến
38958.0	0.98	潘小伟	pānxiǎowěi	潘小偉	phan tiểu vĩ
38959.0	0.98	自觉性	zìjuéxìng	自覺性	tự giác tính, tự giáo tính
38960.0	0.98	好记	hǎojì	好記	hảo kí, hiếu kí
38962.0	0.98	Sam	Sam	Sam	
38965.0	0.98	小住	xiǎozhù	小住	tiểu trụ
38968.0	0.98	江淮	jiānghuái	江淮	giang hoài
38969.0	0.98	东渡	dōngdù	東渡	đông độ
38972.0	0.98	王阳明	wángyángmíng	王陽明	vượng dương minh, vương dương minh
38973.0	0.98	水土不服	shǔitǔbùfú	水土不服	thủy đỗ phầu phục, thủy đỗ phủ phục, thủy đỗ bất phục, thủy đỗ phi phục, thủy độ phầu phục, thủy độ phủ phục, thủy độ bất phục, thủy độ phi phục, thủy thổ phầu phục, thủy thổ phủ phục, thủy thổ bất phục, thủy thổ phi phục
38976.0	0.98	入网	rùwǎng	入網	nhập võng
38978.0	0.98	hello	hello	hello	
38982.0	0.98	笑天	xiàotiān	笑天	tiếu thiên
38983.0	0.98	音容笑貌	yīnróngxiàomào	音容笑貌	âm dong tiếu mạo, âm dong tiếu mộc, âm dung tiếu mạo, âm dung tiếu mộc
38984.0	0.98	昵	nì	暱	nật
38986.0	0.98	蛇口	shékǒu	蛇口	xà khẩu, di khẩu
38992.0	0.98	同行业	tóngxíngyè	同行業	đồng hành nghiệp, đồng hạnh nghiệp, đồng hạng nghiệp, đồng hàng nghiệp
38994.0	0.98	鹏飞	péngfēi	鵬飛	bằng phi
38999.0	0.98	犹犹豫豫	yóuyóuyùyù	猶猶豫豫	do do dự dự, do do dự tạ, do do tạ dự, do do tạ tạ, do dứu dự dự, do dứu dự tạ, do dứu tạ dự, do dứu tạ tạ, dứu do dự dự, dứu do dự tạ, dứu do tạ dự, dứu do tạ tạ, dứu dứu dự dự, dứu dứu dự tạ, dứu dứu tạ dự, dứu dứu tạ tạ
39001.0	0.98	棰	chúi	棰	trùy
39002.0	0.98	瑞郎	rùiláng	瑞郎	thụy lang
39004.0	0.98	human	human	human	
39006.0	0.97	林格	língé	林格	lâm các, lâm cách
39011.0	0.97	传中	chuánzhōng	傳中	truyện trúng, truyện trung, truyến trúng, truyến trung, truyền trúng, truyền trung
39012.0	0.97	早点儿	zǎodiǎnér	早點兒	tảo điểm nhi, tảo điểm nghê, tảo điểm nhân
39014.0	0.97	贝塔	bèitǎ	貝塔	bối tháp
39015.0	0.97	皮儿	píér	皮兒	bì nhi, bì nghê, bì nhân
39016.0	0.97	转型期	zhuǎnxíngqī	轉型期	chuyến hình ky, chuyến hình kì, chuyến hình kỳ, chuyển hình ky, chuyển hình kì, chuyển hình kỳ
39017.0	0.97	内参	nèicān	內參	nội tham, nội xam, nội sâm, nạp tham, nạp xam, nạp sâm
39018.0	0.97	满洲国	mǎnzhōuguó	滿洲國	mãn châu quốc
39019.0	0.97	异见	yìjiàn	異見	dị kiến, dị hiện, di kiến, di hiện
39020.0	0.97	柿	shì	柿	thị
39021.0	0.97	主治医师	zhǔzhìyìshī	主治醫師	chủ trị y sư, chủ trì y sư
39023.0	0.97	美帝	měidì	美帝	mĩ đế, mỹ đế
39024.0	0.97	化为乌有	huàwèiwūyǒu	化為烏有	hóa vi ô dựu, hóa vi ô hữu
39035.0	0.97	对儿	dùiér	對兒	đối nhi, đối nghê, đối nhân
39036.0	0.97	李亚鹏	lǐyàpéng	李亞鵬	lí á bằng, lý á bằng
39039.0	0.97	使团	shǐtuán	使團	sử đoàn, sứ đoàn
39042.0	0.97	Boy	Boy	Boy	
39043.0	0.97	万事如意	wànshìrúyì	萬事如意	vạn sự như ý, mặc sự như ý
39047.0	0.97	老罗	lǎoluō	老羅	lão la
39048.0	0.97	大康	dàkāng	大康	đại khang, thái khang
39050.0	0.97	不亏	bùyú	不虧	phầu khuy, phủ khuy, bất khuy, phi khuy
39056.0	0.97	柳枝	lǐuzhī	柳枝	liễu kỳ, liễu chi
39058.0	0.97	聋人	lóngrén	聾人	lung nhân
39059.0	0.97	clock	clock	clock	
39060.0	0.97	爱穿	àichuān	愛穿	ái xuyên
39061.0	0.97	续签	xùqiān	續簽	tục thiêm
39062.0	0.97	大杂院	dàzáyuàn	大雜院	đại tạp viện, thái tạp viện
39063.0	0.97	四一	sìyī	四一	tứ nhất
39065.0	0.97	谈妥	tántuǒ	談妥	đàm thỏa
39066.0	0.97	江户	jiānghù	江戶	giang hộ
39067.0	0.97	南安	nánān	南安	nam an
39071.0	0.97	uk	uk	uk	
39072.0	0.97	闭目养神	bìmùyǎngshén	閉目養神	bế mục dượng thần, bế mục dưỡng thần
39073.0	0.97	MOTO	MOTO	MOTO	
39076.0	0.97	房源	fángyuán	房源	bàng nguyên, phòng nguyên
39077.0	0.97	其貌不扬	qímàobùyáng	其貌不揚	ký mạo phầu dương, ký mạo phủ dương, ký mạo bất dương, ký mạo phi dương, ký mộc phầu dương, ký mộc phủ dương, ký mộc bất dương, ký mộc phi dương, ki mạo phầu dương, ki mạo phủ dương, ki mạo bất dương, ki mạo phi dương, ki mộc phầu dương, ki mộc phủ dương, ki mộc bất dương, ki mộc phi dương, kì mạo phầu dương, kì mạo phủ dương, kì mạo bất dương, kì mạo phi dương, kì mộc phầu dương, kì mộc phủ dương, kì mộc bất dương, kì mộc phi dương, kỳ mạo phầu dương, kỳ mạo phủ dương, kỳ mạo bất dương, kỳ mạo phi dương, kỳ mộc phầu dương, kỳ mộc phủ dương, kỳ mộc bất dương, kỳ mộc phi dương
39079.0	0.97	咻	xīu	咻	hưu, hủ
39081.0	0.97	以防万一	yǐfángwànyī	以防萬一	dĩ phòng vạn nhất, dĩ phòng mặc nhất
39083.0	0.97	刘胡兰	líuhúlán	劉胡蘭	lưu hồ lan
39085.0	0.97	名胜区	míngshèngqū	名勝區	danh thắng khu, danh thắng âu, danh thăng khu, danh thăng âu
39087.0	0.97	Chandler	Chandler	Chandler	
39088.0	0.97	人口普查	rénkǒupǔchá	人口普查	nhân khẩu phổ tra
39091.0	0.97	白天黑夜	báitiānhēiyè	白天黑夜	bạch thiên hắc dạ
39092.0	0.97	MII	MII	MII	
39093.0	0.97	石凡	shífán	石凡	thạch phàm
39094.0	0.97	刁民	diāomín	刁民	điêu dân
39096.0	0.97	single	single	single	
39098.0	0.97	刘成	líuchéng	劉成	lưu thành
39100.0	0.97	无着	wúzháo	無著	vô trứ, vô khán, mô trứ, mô khán
39101.0	0.97	咨询公司	zīxúngōngsī	咨詢公司	tư tuân công tư, tư tuân công ti, ti tuân công tư, ti tuân công ti
39103.0	0.97	杨光	yángguāng	楊光	dương quang
39104.0	0.97	戏剧化	xìjùhuà	戲劇化	huy kịch hóa, hô kịch hóa, hí kịch hóa
39105.0	0.97	老崔	lǎocūi	老崔	lão thôi
39109.0	0.97	tea	tea	tea	
39110.0	0.97	赌客	dǔkè	賭客	đổ khách
39111.0	0.97	随感	súigǎn	隨感	tùy cảm
39115.0	0.97	李奶奶	lǐnǎinǎi	李奶奶	lí nãi nãi, lý nãi nãi
39116.0	0.97	李燕	lǐyàn	李燕	lí yến, lí yên, lý yến, lý yên
39117.0	0.97	闻见	wénjiàn	聞見	vặn kiến, vặn hiện, văn kiến, văn hiện, vấn kiến, vấn hiện
39119.0	0.97	黑纱	hēishā	黑紗	hắc sa
39120.0	0.97	早班	zǎobān	早班	tảo ban
39121.0	0.97	清秋	qīngqīu	清秋	thanh thu
39123.0	0.97	号啕大哭	hàotáodàkū	號啕大哭	hiệu đào đại khốc (10 n), hiệu đào đại khốc, hiệu đào thái khốc (10 n), hiệu đào thái khốc, hào đào đại khốc (10 n), hào đào đại khốc, hào đào thái khốc (10 n), hào đào thái khốc
39124.0	0.97	瓦罐	wǎguàn	瓦罐	ngõa quán
39126.0	0.97	credit	credit	credit	
39127.0	0.97	垃圾筒	lājítǒng	垃圾筒	lạp sắc đồng, lạp ngập đồng
39129.0	0.97	中央人民广播电台	zhōngyāngrénmínguǎngbōdiàntái	中央人民廣播電臺	trúng ương nhân dân nghiễm bá điện thai, trúng ương nhân dân nghiễm bá điện di, trúng ương nhân dân nghiễm bá điện đài, trúng ương nhân dân nghiễm bả điện thai, trúng ương nhân dân nghiễm bả điện di, trúng ương nhân dân nghiễm bả điện đài, trúng ương nhân dân quảng bá điện thai, trúng ương nhân dân quảng bá điện di, trúng ương nhân dân quảng bá điện đài, trúng ương nhân dân quảng bả điện thai, trúng ương nhân dân quảng bả điện di, trúng ương nhân dân quảng bả điện đài, trúng ương nhân dân yểm bá điện thai, trúng ương nhân dân yểm bá điện di, trúng ương nhân dân yểm bá điện đài, trúng ương nhân dân yểm bả điện thai, trúng ương nhân dân yểm bả điện di, trúng ương nhân dân yểm bả điện đài, trúng ương nhân dân quáng bá điện thai, trúng ương nhân dân quáng bá điện di, trúng ương nhân dân quáng bá điện đài, trúng ương nhân dân quáng bả điện thai, trúng ương nhân dân quáng bả điện di, trúng ương nhân dân quáng bả điện đài, trung ương nhân dân nghiễm bá điện thai, trung ương nhân dân nghiễm bá điện di, trung ương nhân dân nghiễm bá điện đài, trung ương nhân dân nghiễm bả điện thai, trung ương nhân dân nghiễm bả điện di, trung ương nhân dân nghiễm bả điện đài, trung ương nhân dân quảng bá điện thai, trung ương nhân dân quảng bá điện di, trung ương nhân dân quảng bá điện đài, trung ương nhân dân quảng bả điện thai, trung ương nhân dân quảng bả điện di, trung ương nhân dân quảng bả điện đài, trung ương nhân dân yểm bá điện thai, trung ương nhân dân yểm bá điện di, trung ương nhân dân yểm bá điện đài, trung ương nhân dân yểm bả điện thai, trung ương nhân dân yểm bả điện di, trung ương nhân dân yểm bả điện đài, trung ương nhân dân quáng bá điện thai, trung ương nhân dân quáng bá điện di, trung ương nhân dân quáng bá điện đài, trung ương nhân dân quáng bả điện thai, trung ương nhân dân quáng bả điện di, trung ương nhân dân quáng bả điện đài
39130.0	0.97	没救	méijìu	沒救	một cứu
39132.0	0.97	扭过	nǐuguò	扭過	nữu qua, nữu quá
39135.0	0.97	此语	cǐyǔ	此語	thử ngứ, thử ngữ
39136.0	0.97	不值一提	bùzhíyītí	不值一提	phầu trị nhất thì, phầu trị nhất để, phầu trị nhất đề, phủ trị nhất thì, phủ trị nhất để, phủ trị nhất đề, bất trị nhất thì, bất trị nhất để, bất trị nhất đề, phi trị nhất thì, phi trị nhất để, phi trị nhất đề
39137.0	0.97	林生	línshēng	林生	lâm sanh, lâm sinh
39138.0	0.97	里特	lǐtè	裡特	lí đặc, lý đặc
39139.0	0.97	院所	yuànsuǒ	院所	viện sở
39140.0	0.97	吴越	wúyuè	吳越	ngô hoạt, ngô việt
39142.0	0.97	整本	zhěngběn	整本	chỉnh bổn, chỉnh bản
39143.0	0.97	纪念币	jìniànbì	紀念幣	kỉ niệm tệ
39147.0	0.97	川菜馆	chuāncàiguǎn	川菜館	xuyên thái quán
39149.0	0.97	揉成	róuchéng	揉成	nhu thành, nhụ thành
39150.0	0.97	体弱多病	tǐruòduōbìng	體弱多病	thể nhược đa bệnh
39151.0	0.97	科委	kēwěi	科委	khoa ủy, khoa uy
39152.0	0.97	小涛	xiǎotāo	小濤	tiểu đào
39155.0	0.97	DE	DE	DE	
39156.0	0.97	抢来	qiǎnglái	搶來	thưởng lai, thưởng lãi, thướng lai, thướng lãi, thương lai, thương lãi
39157.0	0.97	Arial	Arial	Arial	
39158.0	0.97	中药材	zhōngyàocái	中藥材	trúng ước tài, trúng điếu tài, trúng dược tài, trung ước tài, trung điếu tài, trung dược tài
39165.0	0.97	鹌鹑	ānchún	鵪鶉	am thuần
39168.0	0.97	分支机构	fēnzhījīgōu	分支機構	phận chi ky câu, phận chi ky cấu, phận chi ki câu, phận chi ki cấu, phận chi cơ câu, phận chi cơ cấu, phân chi ky câu, phân chi ky cấu, phân chi ki câu, phân chi ki cấu, phân chi cơ câu, phân chi cơ cấu
39169.0	0.97	工程系	gōngchéngxì	工程系	công trình hệ
39170.0	0.97	老郑	lǎozhèng	老鄭	lão trịnh
39171.0	0.97	新华日报	xīnhuárìbào	新華日報	tân hoa nhật báo, tân hóa nhật báo
39172.0	0.97	葆	bǎo	葆	bảo
39174.0	0.97	集美	jíměi	集美	tập mĩ, tập mỹ
39175.0	0.97	峨眉山	éméishān	峨眉山	nga my san, nga my sơn, nga mi san, nga mi sơn
39177.0	0.97	没头脑	méitóunǎo	沒頭腦	một đầu não
39179.0	0.97	自由度	zìyóudù	自由度	tự do đạc, tự do độ
39180.0	0.97	闹起	nàoqǐ	鬧起	nháo khởi, náo khởi
39181.0	0.97	心神不定	xīnshénbùdìng	心神不定	tâm thần phầu đính, tâm thần phầu định, tâm thần phủ đính, tâm thần phủ định, tâm thần bất đính, tâm thần bất định, tâm thần phi đính, tâm thần phi định
39182.0	0.97	像模像样	xiàngmóxiàngyáng	像模像樣	tượng mô tượng dạng
39186.0	0.97	total	total	total	
39191.0	0.97	瓶里	pínglǐ	瓶裡	bình lí, bình lý
39193.0	0.97	张庆	zhāngqìng	張慶	trướng khương, trướng khanh, trướng khánh, trương khương, trương khanh, trương khánh
39197.0	0.97	老伴儿	lǎobànér	老伴兒	lão bạn nhi, lão bạn nghê, lão bạn nhân
39199.0	0.97	行政区划	xíngzhèngqūhuá	行政區劃	hành chánh khu hoạch, hành chánh khu hoa, hành chánh âu hoạch, hành chánh âu hoa, hành chính khu hoạch, hành chính khu hoa, hành chính âu hoạch, hành chính âu hoa, hạnh chánh khu hoạch, hạnh chánh khu hoa, hạnh chánh âu hoạch, hạnh chánh âu hoa, hạnh chính khu hoạch, hạnh chính khu hoa, hạnh chính âu hoạch, hạnh chính âu hoa, hạng chánh khu hoạch, hạng chánh khu hoa, hạng chánh âu hoạch, hạng chánh âu hoa, hạng chính khu hoạch, hạng chính khu hoa, hạng chính âu hoạch, hạng chính âu hoa, hàng chánh khu hoạch, hàng chánh khu hoa, hàng chánh âu hoạch, hàng chánh âu hoa, hàng chính khu hoạch, hàng chính khu hoa, hàng chính âu hoạch, hàng chính âu hoa
39203.0	0.97	小红帽	xiǎohóngmào	小紅帽	tiểu hồng mạo
39204.0	0.97	苍白无力	cāngbáiwúlì	蒼白無力	thưởng bạch vô lực, thưởng bạch mô lực, thương bạch vô lực, thương bạch mô lực
39206.0	0.97	clipboard	clipboard	clipboard	
39207.0	0.97	西厢	xīxiāng	西廂	tây sương, tê sương
39210.0	0.97	刘夏	líuxià	劉夏	lưu giạ, lưu hạ, lưu giá
39211.0	0.97	雪域	xuěyù	雪域	tuyết vực
39212.0	0.97	Network	Network	Network	
39213.0	0.97	押到	yādào	押到	áp đáo
39214.0	0.97	デ	デ	デ	
39215.0	0.97	记账	jìzhàng	記賬	kí trướng
39216.0	0.97	万通	wàntōng	萬通	vạn thông, mặc thông
39218.0	0.97	此心	cǐxīn	此心	thử tâm
39222.0	0.97	陪护	péihù	陪護	bồi hộ
39223.0	0.97	feeling	feeling	feeling	
39225.0	0.97	良友	liángyǒu	良友	lương hữu
39226.0	0.97	东亚运动会	dōngyàyùndònghùi	東亞運動會	đông á vận động hội, đông á vận động cối
39227.0	0.97	牧羊犬	mùyángquǎn	牧羊犬	mục dương khuyển
39228.0	0.97	邮路	yóulù	郵路	bưu lộ
39229.0	0.97	雍和宫	yōnghégōng	雍和宮	ung họa cung, ung hòa cung, úng họa cung, úng hòa cung
39235.0	0.97	贸易中心	màoyìzhōngxīn	貿易中心	mậu dịch trúng tâm, mậu dịch trung tâm, mậu dị trúng tâm, mậu dị trung tâm
39238.0	0.97	content	content	content	
39241.0	0.97	黎英	líyīng	黎英	lê anh
39242.0	0.97	制作者	zhìzuòzhě	製作者	chế tác giả
39243.0	0.97	太仓	tàicāng	太倉	thái thảng, thái thương
39246.0	0.97	公子哥	gōngzǐgē	公子哥	công tử ca, công tý ca
39247.0	0.97	枯枝	kūzhī	枯枝	khô kỳ, khô chi
39248.0	0.97	History	History	History	
39250.0	0.97	太阳神	tàiyángshén	太陽神	thái dương thần
39251.0	0.97	念成	niànchéng	念成	niệm thành
39252.0	0.97	鸡爪	jīzhuǎ	雞爪	kê trảo
39254.0	0.97	决议案	juéyìàn	決議案	quyết nghị án
39255.0	0.97	够吃	gòuchī	夠吃	cú khiết, cú cật, hú khiết, hú cật
39256.0	0.97	瘦长	shòucháng	瘦長	sấu trướng, sấu trường, sấu trưởng
39257.0	0.96	每周五	měizhōuwǔ	每周五	mỗi chu ngũ, môi chu ngũ
39258.0	0.96	石景山	shíjǐngshān	石景山	thạch cảnh san, thạch cảnh sơn
39261.0	0.96	李宁	lǐníng	李寧	lí nịnh, lí trữ, lí ninh, lý nịnh, lý trữ, lý ninh
39263.0	0.96	呆到	dāidào	呆到	ngãi đáo, ngai đáo, ngốc đáo
39264.0	0.96	下一场	xiàyīcháng	下一場	hạ nhất tràng, hạ nhất trường, há nhất tràng, há nhất trường
39266.0	0.96	五角星	wǔjiǎoxīng	五角星	ngũ giốc tinh, ngũ giác tinh
39269.0	0.96	津江	jīnjiāng	津江	tân giang
39270.0	0.96	Community	Community	Community	
39271.0	0.96	取款机	qǔkuǎnjī	取款機	thủ khoản ky, thủ khoản ki, thủ khoản cơ
39274.0	0.96	晾干	liànggān	晾乾	lượng can, lượng cán, lượng hàn, lượng kiền
39281.0	0.96	ＭＭ	ＭＭ	ＭＭ	
39284.0	0.96	饿狼	èláng	餓狼	ngạ lang
39285.0	0.96	陈女士	chénnv̌shì	陳女士	trần nhữ sĩ, trần nữ sĩ, trần nứ sĩ, trận nhữ sĩ, trận nữ sĩ, trận nứ sĩ
39288.0	0.96	旅游点	lv̌yóudiǎn	旅遊點	lữ du điểm
39291.0	0.96	卢卡斯	lúqiǎsī	盧卡斯	lô tạp tư
39292.0	0.96	吴宓	wúmì	吳宓	ngô mật, ngô phục
39293.0	0.96	五反	wǔfǎn	五反	ngũ phiên, ngũ phản
39294.0	0.96	Dream	Dream	Dream	
39295.0	0.96	本条	běntiáo	本條	bổn điều, bổn thiêu, bổn điêu, bản điều, bản thiêu, bản điêu
